,[Post-Match thread] Tottenham 2-0 Chelsea - Premier League (Matchday 25),Post Match: Chelsea 2 : 0 Borussia Dortmund [Champions League],[Post-Match thread] Chelsea 1-0 Leeds - Premier League (Matchday 26),[Post-Match thread] Chelsea 0-1 Southampton - Premier League (Matchday 24),[Post-Match thread] Borussia Dortmund 1-0 Chelsea - UEFA Champions League (Round of 16),[Post-Match thread] Chelsea 0-0 Fulham - Premier League (Matchday 22),[Post Match Thread] West Ham 1-1 Chelsea | EPL,[Post-Match thread] Liverpool 0-0 Chelsea - Premier League (Matchday 21),[Post Match Thread] Fulham vs Chelsea - EPL,[Post-Match thread] Manchester City 4-0 Chelsea - FA Cup (3rd Round),[Post-Match thread] Nottingham Forest 1-1 Chelsea - Premier League (Matchday 18),[Post-Match thread] Chelsea 0-1 Manchester City - Premier League (Matchday 19),[Post-Match thread] Chelsea 2-0 Bournemouth - Premier League (Matchday 17),[Post-Match thread] Chelsea 0-1 Arsenal - Premier League (Matchday 15),[Post-Match thread] Newcastle 1-0 Chelsea - Premier League (Matchday 16),[Post-Match thread] Brighton 4-1 Chelsea - Premier League (Matchday 14),[Post-Match thread] Chelsea 1-1 Manchester United - Premier League (Matchday 13),[Post-Match thread] Brentford 0-0 Chelsea - Premier League (Matchday 12),[Post-Match thread] Manchester City 2-0 Chelsea - League Cup (3rd Round),[Post-Match thread] Chelsea 2-1 Dinamo Zagreb - UEFA Champions League (Group E - 6),[Post-Match thread] Dinamo Zagreb 1-0 Chelsea - UEFA Champions League (Group E - 1),[Post-Match thread] Red Bull Salzburg 1-2 Chelsea - UEFA Champions League (Group E - 5),[Post-Match thread] Crystal Palace 1-2 Chelsea - Premier League (Matchday 9),[Post-Match thread] Chelsea 3-0 Wolves - Premier League (Matchday 10),[Post-Match thread] Chelsea 1-1 Red Bull Salzburg - UEFA Champions League (Group E - 2),[Post-Match thread] Chelsea 3-0 AC Milan - UEFA Champions League (Group E - 3),[Post-Match thread] AC Milan 0-2 Chelsea - UEFA Champions League (Group E - 4),Post-Match Thread: West Ham 1 - 1 Chelsea [Premier League],[Post-Match thread] Southampton 2-1 Chelsea - Premier League (Matchday 5),[Post-Match thread] Chelsea 2-1 West Ham - Premier League (Matchday 6),[Post-Match thread] Aston Villa 0-2 Chelsea - Premier League (Matchday 11),[Post-Match thread] Chelsea 2-1 Leicester - Premier League-Matchday 4,[Post-Match thread] Chelsea vs Tottenham ( Matchday 2 ),POST MATCH THREAD : LEEDS VS CHELSEA
0,0.743065693430657,0.43838028169014087,0.5712643678160919,0.7341356673960613,0.6264428121720882,0.6839416058394161,0.7030567685589519,0.5791139240506329,0.7400318979266348,0.7085987261146497,0.7558790593505039,0.568659127625202,0.5167464114832536,0.7665071770334928,0.7549194991055456,0.7312977099236642,0.7367021276595744,0.6621004566210046,0.6776859504132231,0.7056737588652482,0.775912408759124,0.5143769968051118,0.5463137996219282,0.4392764857881137,0.6928838951310862,0.49340369393139843,0.5376712328767124,0.6666666666666666,0.7732267732267732,0.6488222698072805,0.55,0.5230566534914362,0.727164887307236,0.7793594306049823
