,Post Match Thread: Arsenal 3 - 2 AFC Bournemouth [English Premier League],Post Match Thread: Leicester City 0 - 1 Arsenal [English Premier League],Post Match Thread: Arsenal 4 - 0 Everton [English Premier League],Post Match Thread: Aston Villa 2 - 4 Arsenal [English Premier League],Post Match Thread: Arsenal 1 - 3 Manchester City [English Premier League],Post Match Thread: Sporting CP 2 - 2 Arsenal [UEFA Europa League],Post Match Thread: Arsenal 3 - 2 Manchester United [English Premier League],Post Match Thread: Everton 1 - 0 Arsenal [English Premier League],Post Match Thread: Arsenal 1 - 1 Brentford [English Premier League],Post Match Thread: Tottenham Hotspur 0 - 2 Arsenal [English Premier League],Post Match Thread?,Post Match Thread: Arsenal 0 - 0 Newcastle United [English Premier League],Post Match Thread: Brighton & Hove Albion 2 - 4 Arsenal [English Premier League],Post Match Thread: Oxford United 0 - 3 Arsenal [English FA Cup],Post Match Thread: Arsenal 3 - 1 West Ham United [English Premier League],Post Match Thread: Chelsea 0 - 1 Arsenal [English Premier League],Post Match Thread: Wolverhampton Wanderers 0 - 2 Arsenal [English Premier League],Post Match Thread: Arsenal 3 - 2 Liverpool [English Premier League],Post Match Thread: Arsenal 5 - 0 Nottingham Forest [English Premier League],Post-Match Thread: Leeds United 0-1 Arsenal,Post Match Thread: Arsenal 2-1 AC Milan (ARS 4-3 penalties),Post Match Thread: Southampton 1 - 1 Arsenal [English Premier League],Post Match Thread: Arsenal 3 - 1 Tottenham Hotspur [English Premier League],Post Match Thread: PSV Eindhoven 2 - 0 Arsenal [UEFA Europa League],Post Match Thread: Arsenal 1 - 0 FC Zürich [UEFA Europa League],Post Match Thread: Arsenal 1 - 0 PSV Eindhoven [UEFA Europa League],Post Match Thread: Arsenal 1 - 3 Brighton & Hove Albion [English Carabao Cup],Post Match Thread: Arsenal 2 - 1 Fulham [English Premier League]
0,0.5141129032258065,0.5328407224958949,0.439066551426102,0.5134910751349108,0.665725806451613,0.6301204819277109,0.4096774193548387,0.7024193548387097,0.7032918149466192,0.5695461200585652,0.6096153846153847,0.7064935064935065,0.5533391153512576,0.6,0.4414519906323185,0.5032602252519265,0.421,0.5127136306794498,0.46187943262411346,0.6201664219285364,0.5751633986928104,0.7743869209809264,0.5406360424028268,0.7612655800575263,0.6315086782376502,0.5442092154420921,0.6472945891783567,0.4625
