,Post-Match Thread: Wolves vs. Spurs (4 Mar 2023),Post-Match Thread: Sheffield United vs. Spurs (1 Mar 2023),Post-Match Thread: Spurs vs. Chelsea (26 Feb 2023),Post-Match Thread: Spurs vs. West Ham (19 Feb 2023),Post-Match Thread: Leicester City vs. Spurs (11 Feb 2023),Post-Match Thread: Man City vs. Spurs (19 Jan 2023),Post-Match Thread: Spurs vs. Arsenal (15 Jan 2023),Post-Match Thread: Spurs vs. Aston Villa,Post-Match Thread: Fulham vs. Spurs (23 Jan 2023),Post-Match Thread: Preston North End vs. Spurs (28 Jan 2023),Post-Match Thread: Crystal Palace vs. Spurs (4 Jan 2023),Post-Match Thread: Brentford vs. Spurs (26 Dec 2022),Post-Match Thread: Spurs vs. Portsmouth (7 Jan 2023),Post-Match Thread: Olympique Marseille vs. Tottenham Hotspur (1 Nov 2022),Post-Match Thread: Spurs vs. Leeds United (12 Nov 2022),Post-Match Thread: Nottingham Forest vs. Spurs (9 Nov 2022),Tottenham 1 - 1 Nice - Post Match Thoughts,Post-Match Thread: Spurs vs. Liverpool (6 Nov 2022),Post-Match Thread: Bournemouth vs. Spurs (29 Oct 2022),Post-Match Thread: Spurs vs. Newcastle (23 Oct 2022),Post-Match Thread: Spurs vs. Sporting CP (26 Oct 2022),Post-Match Thread: Spurs vs. Manchester United (19 Oct 2022),Post-Match Thread: Spurs vs. Eintracht Frankfurt (12 Oct 2022),Post-Match Thread: Arsenal vs. Spurs (1 Oct 2022),Post-Match Thread: Spurs vs. Everton (15 Oct 2022),[Post Match Thread] Brighton Vs. Tottenham Hotspur (PL 08/10/22),[Post-Match Thread] Spurs [6] - 2 Leicester,[Post Match] Frankfurt Vs. Tottenham Hotspur (CL 04/10/22),Post-Match Thread: Chelsea vs. Spurs (14 Aug 2022),Post-Match Thread: Sporting Lisbon vs. Spurs (13 Sep 2022),Post-Match Thread: West Ham vs. Spurs (31 Aug 2022),Post-Match Thread: Spurs vs. Olympique de Marseille (7 Sep 2022),Post-Match Thread: Nottingham Forest vs. Spurs (28 Aug 2022),Post-Match Thread: Spurs vs. Wolves (20 Aug 2022),Post-Match Thread: Spurs vs. Fulham (3 Sep 2022)
0,0.7679914070891515,0.7830290010741139,0.43157894736842106,0.5084427767354597,0.7798165137614679,0.7343578485181119,0.7161290322580646,0.7587336244541485,0.4608433734939759,0.4857142857142857,0.38125,0.6918335901386748,0.5956284153005464,0.5617615467239527,0.5353535353535354,0.7274074074074074,0.7215189873417721,0.679890560875513,0.5697823303457106,0.761546723952739,0.7296466973886329,0.7693452380952381,0.6489859594383776,0.7523584905660378,0.4056603773584906,0.45724907063197023,0.48344370860927155,0.7258953168044077,0.5746509129967776,0.7583243823845328,0.7454350161117078,0.6074074074074074,0.5931198102016607,0.4715359828141783,0.4205298013245033
