,[Post Match Thread] RB Leipzig 1 - 1 Manchester City,[Post Match Thread] Manchester City 2 - 0 Newcastle,[Post Match Thread] Arsenal 1 - 3 Manchester City,[Post Match Thread] Bournemouth 1 - 4 Manchester City,[Post Match Thread] Bristol City 0 - 3 Manchester City,[Post Match Thread] Tottenham 1 - 0 Manchester City,[Post Match Thread] Manchester United 2 - 1 Manchester City,[Post Match Thread] Manchester City 1 - 0 Arsenal,[Post Match Thread] Southampton 2 - 0 Manchester City,[Post Match Thread] Manchester City 3 - 0 Wolves,[Post Match Thread] Manchester City 1 - 1 Everton,[Post Match Thread] Chelsea 0 - 1 Manchester City,[Post Match Thread] Manchester City 4 - 0 Chelsea,[Post Match Thread] Manchester City 3 - 2 Liverpool,[Post Match Thread] Manchester City 1 - 2 Brentford,[Post Match Thread] Liverpool 1 - 0 Manchester City,[Post Match Thread] Manchester City 2 - 1 Fulham,[Post Match Thread] Manchester City 2 - 0 Chelsea,[Post Match Thread] Leicester 0 - 1 Manchester City,[Post Match Thread] Manchester City 6 - 3 Manchester United,[Post Match Thread] Manchester City 3 - 1 Sevilla,[Post Match Thread] Borussia Dortmund 0 - 0 Manchester City,[Post Match Thread] FC Copenhagen 0 - 0 Manchester City,[Post Match Thread] Manchester City 3 - 1 Brighton,[Post Match Thread] Manchester City 2 - 1 Borussia Dortmund,[Post Match Thread] Manchester City 4 - 0 Southampton,[Post Match Thread] Manchester City 5 - 0 FC Copenhagen,[Post Match Thread] Manchester City 4 - 2 Crystal Palace,[Post Match Thread] Aston Villa 1 - 1 Manchester City,[Post Match Thread] Wolves 0 - 3 Manchester City,[Post Match Thread] Manchester City 6 - 0 Nottingham Forest,[Post Match Thread] Sevilla 0 - 4 Manchester City,[Post Match Thread] West Ham 0 - 2 Manchester City
0,0.7468123861566485,0.46875,0.4874715261958998,0.5708502024291497,0.5571428571428572,0.761384335154827,0.819672131147541,0.565359477124183,0.751207729468599,0.6164383561643836,0.7464503042596349,0.5992647058823529,0.44537815126050423,0.4578313253012048,0.7136563876651982,0.7540983606557377,0.5620915032679739,0.5260416666666666,0.5405405405405406,0.49477351916376305,0.42718446601941745,0.6325301204819277,0.6681614349775785,0.71875,0.6199376947040498,0.5079365079365079,0.41025641025641024,0.5014749262536873,0.6909547738693468,0.46496815286624205,0.40540540540540543,0.5,0.453416149068323
