,FT Thread: Liverpool 7-0 Man United,FT Thread: Liverpool 2-5 Real Madrid,FT Thread: Palace 0-0 Liverpool,FT Thread - Liverpool 2-0 Wolves,FT Thread: Newcastle 0-2 Liverpool,FT Thread: Liverpool 2-0 Everton,FT Thread: Liverpool 0-0 Chelsea,FT Thread: Brighton 3-0 Liverpool,FT Thread: Brentford 3-1 Liverpool FC,FT Thread: Liverpool FC 2-2 Wolves,FT Thread: Wolves 0-1 Liverpool,FT Thread: Liverpool FC 1-0 Manchester City FC,FT Thread: Liverpool FC 1-2 Leeds United FC,FT Thread: Forest 1-0 Liverpool FC,FT Thread: Tottenham Hotspur FC 1-2 Liverpool FC,FT Thread: Liverpool FC 2-0 SSC Napoli,FT Thread: Liverpool FC 1-0 West Ham United FC,FT Thread: Liverpool FC 3-1 Southampton FC,FT Thread: Arsenal FC 3-2 Liverpool FC,FT Thread: Liverpool FC 3-3 Brighton & Hove Albion FC,FT Thread: AFC Ajax 0-3 Liverpool FC,FT Thread: Rangers FC 1-7 Liverpool FC,FT Thread - Liverpool 2-1 Ajax,FT Thread: Everton FC 0-0 Liverpool FC,FT Thread: United 2-1 Liverpool,FT Thread: Liverpool FC 2-1 Newcastle United FC,FT Thread: Liverpool FC 2-0 Rangers FC,FT Thread: Liverpool FC 1-1 Crystal Palace,FT Thread: Liverpool FC 9-0 AFC Bournemouth,FT Thread: Fulham FC 2-2 Liverpool FC
0,0.5171858216970999,0.723952738990333,0.7304768486523843,0.5417721518987342,0.5218934911242603,0.4438122332859175,0.734156820622986,0.7642501383508578,0.7502685284640171,0.7291925465838509,0.4523809523809524,0.5467239527389903,0.780343716433942,0.7867883995703545,0.5555555555555556,0.4903954802259887,0.5668202764976958,0.5125,0.7642320085929108,0.7674543501611171,0.5199240986717267,0.5105263157894737,0.5374293785310734,0.7191192266380236,0.8023630504833512,0.6041807147673635,0.5124610591900312,0.7110633727175081,0.5485781990521327,0.6750805585392051
